Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)								
CGI_10022332	4095473031	9809114354	5203726942	8533951509	K1S6S4	K1S6S4_CRAGI	unreviewed	Metalloendopeptidase (EC 3.4.24.-)	CGI_10022332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	329	GO:0004222
CGI_10022332	4095473031	9809114354	5203726942	8533951509	K1S6S4	K1S6S4_CRAGI	unreviewed	Metalloendopeptidase (EC 3.4.24.-)	CGI_10022332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	329	GO:0008270
CGI_10022332	4095473031	9809114354	5203726942	8533951509	K1S6S4	K1S6S4_CRAGI	unreviewed	Metalloendopeptidase (EC 3.4.24.-)	CGI_10022332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	329	GO:0016020
CGI_10022396	4590250402	8961486979	6022347390	7822719345	K1RM80	K1RM80_CRAGI	unreviewed	Citrate synthase	CGI_10022396	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	439	GO:0004108
CGI_10022396	4590250402	8961486979	6022347390	7822719345	K1RM80	K1RM80_CRAGI	unreviewed	Citrate synthase	CGI_10022396	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	439	GO:0006099
CGI_10022396	4590250402	8961486979	6022347390	7822719345	K1RM80	K1RM80_CRAGI	unreviewed	Citrate synthase	CGI_10022396	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	439	GO:0006101
CGI_10014966	2283149337	10061843185	5642909012	9396381895	K1P9N7	K1P9N7_CRAGI	unreviewed	14-3-3 protein zeta	CGI_10014966	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	
CGI_10004762	4808545835	7723309616	6992723514	7677568155	K1QHF0	K1QHF0_CRAGI	unreviewed	40S ribosomal protein S27	CGI_10004762	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	GO:0003735
CGI_10004762	4808545835	7723309616	6992723514	7677568155	K1QHF0	K1QHF0_CRAGI	unreviewed	40S ribosomal protein S27	CGI_10004762	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	GO:0005840
CGI_10004762	4808545835	7723309616	6992723514	7677568155	K1QHF0	K1QHF0_CRAGI	unreviewed	40S ribosomal protein S27	CGI_10004762	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	GO:0006412
CGI_10004762	4808545835	7723309616	6992723514	7677568155	K1QHF0	K1QHF0_CRAGI	unreviewed	40S ribosomal protein S27	CGI_10004762	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	GO:0046872
CGI_10020922	3833958829	7832610882	7351291462	7890046449	K1PNI6	K1PNI6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B	CGI_10020922	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0000166
CGI_10020922	3833958829	7832610882	7351291462	7890046449	K1PNI6	K1PNI6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B	CGI_10020922	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0003676
CGI_10020922	3833958829	7832610882	7351291462	7890046449	K1PNI6	K1PNI6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B	CGI_10020922	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0019013
CGI_10020922	3833958829	7832610882	7351291462	7890046449	K1PNI6	K1PNI6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B	CGI_10020922	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0030529
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0000015
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0000287
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0004634
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0006096
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0016021
CGI_10028694	4252364405	8548084566	5926484933	7914676701	K1RBC9	K1RBC9_CRAGI	unreviewed	Transketolase-like protein 2	CGI_10028694	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	695	GO:0003824
CGI_10028694	4252364405	8548084566	5926484933	7914676701	K1RBC9	K1RBC9_CRAGI	unreviewed	Transketolase-like protein 2	CGI_10028694	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	695	GO:0008152
CGI_10014916	3197692931	9405117701	5854395423	7893673105	K1QEA6	K1QEA6_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10014916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0004613
CGI_10014916	3197692931	9405117701	5854395423	7893673105	K1QEA6	K1QEA6_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10014916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005525
CGI_10014916	3197692931	9405117701	5854395423	7893673105	K1QEA6	K1QEA6_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10014916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0006094
CGI_10014916	3197692931	9405117701	5854395423	7893673105	K1QEA6	K1QEA6_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10014916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0016301
CGI_10008722	2922849502	9252165856	4675849796	9178477206	K1QXY2	K1QXY2_CRAGI	unreviewed	Voltage-dependent anion-selective channel protein 2	CGI_10008722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	316	GO:0005741
CGI_10008722	2922849502	9252165856	4675849796	9178477206	K1QXY2	K1QXY2_CRAGI	unreviewed	Voltage-dependent anion-selective channel protein 2	CGI_10008722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	316	GO:0008308
CGI_10008722	2922849502	9252165856	4675849796	9178477206	K1QXY2	K1QXY2_CRAGI	unreviewed	Voltage-dependent anion-selective channel protein 2	CGI_10008722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	316	GO:0016021
CGI_10027300	2922849502	9252165856	4675849796	9178477206								
CGI_10002689	6099297975	6966753237	4983882216	7795352267	K1PE57	K1PE57_CRAGI	unreviewed	Severin	CGI_10002689	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	330	
CGI_10009876	3819325580	7583568489	6641877021	7642803987	K1QC22	K1QC22_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10009876	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0003735
CGI_10009876	3819325580	7583568489	6641877021	7642803987	K1QC22	K1QC22_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10009876	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0005840
CGI_10009876	3819325580	7583568489	6641877021	7642803987	K1QC22	K1QC22_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10009876	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0006412
CGI_10027502	3557149203	8479463042	4177145111	9394966893	K1QGF9	K1QGF9_CRAGI	unreviewed	Rootletin	CGI_10027502	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2080	GO:0035253
CGI_10027502	3557149203	8479463042	4177145111	9394966893	K1QGF9	K1QGF9_CRAGI	unreviewed	Rootletin	CGI_10027502	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2080	GO:0051297
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0003777
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0005524
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0007018
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0015629
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0016301
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0016887
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0030042
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0030286
CGI_10020447	3326065308	7658745025	5598897116	8193980333	K1R2D6	K1R2D6_CRAGI	unreviewed	Plastin-3	CGI_10020447	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	706	GO:0004514
CGI_10020447	3326065308	7658745025	5598897116	8193980333	K1R2D6	K1R2D6_CRAGI	unreviewed	Plastin-3	CGI_10020447	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	706	GO:0009435
CGI_10000194	3721806180	7585630403	6189568827	7060130894	K1PMT7	K1PMT7_CRAGI	unreviewed	60S ribosomal protein L4	CGI_10000194	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	290	GO:0003735
CGI_10000194	3721806180	7585630403	6189568827	7060130894	K1PMT7	K1PMT7_CRAGI	unreviewed	60S ribosomal protein L4	CGI_10000194	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	290	GO:0005840
CGI_10000194	3721806180	7585630403	6189568827	7060130894	K1PMT7	K1PMT7_CRAGI	unreviewed	60S ribosomal protein L4	CGI_10000194	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	290	GO:0006412
CGI_10001245	4659411691	7438693886	4900180845	7439255519	K1QJ28	K1QJ28_CRAGI	unreviewed	Mammalian ependymin-related protein 1	CGI_10001245	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	359	GO:0005509
CGI_10001245	4659411691	7438693886	4900180845	7439255519	K1QJ28	K1QJ28_CRAGI	unreviewed	Mammalian ependymin-related protein 1	CGI_10001245	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	359	GO:0005576
CGI_10001245	4659411691	7438693886	4900180845	7439255519	K1QJ28	K1QJ28_CRAGI	unreviewed	Mammalian ependymin-related protein 1	CGI_10001245	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	359	GO:0007160
CGI_10015152	3143171539	7614779284	5749224735	7551270377	K1PVA1	K1PVA1_CRAGI	unreviewed	Transitional endoplasmic reticulum ATPase	CGI_10015152	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	799	GO:0005524
CGI_10015152	3143171539	7614779284	5749224735	7551270377	K1PVA1	K1PVA1_CRAGI	unreviewed	Transitional endoplasmic reticulum ATPase	CGI_10015152	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	799	GO:0016787
CGI_10023717	3622167147	8035797211	5888770796	6270275023	K1R3E8	K1R3E8_CRAGI	unreviewed	Collagen alpha-5(VI) chain	CGI_10023717	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2315	GO:0005581
CGI_10019423	4689912964	7066628096	5947065249	5924501648								
CGI_10006610	1859785967	10443145485	3259160434	7899787495	K1PV81	K1PV81_CRAGI	unreviewed	Uncharacterized protein	CGI_10006610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	353	
CGI_10024309	2877068356	7924283779	4918436977	7219253275	K1QDN1	K1QDN1_CRAGI	unreviewed	"Heat shock protein 75 kDa, mitochondrial (Fragment)"	CGI_10024309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	638	GO:0005524
CGI_10024309	2877068356	7924283779	4918436977	7219253275	K1QDN1	K1QDN1_CRAGI	unreviewed	"Heat shock protein 75 kDa, mitochondrial (Fragment)"	CGI_10024309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	638	GO:0006457
CGI_10024309	2877068356	7924283779	4918436977	7219253275	K1QDN1	K1QDN1_CRAGI	unreviewed	"Heat shock protein 75 kDa, mitochondrial (Fragment)"	CGI_10024309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	638	GO:0006950
CGI_10010682	2201243891	7919928172	6044899654	6512867735	K1QWX2	K1QWX2_CRAGI	unreviewed	60S acidic ribosomal protein P0	CGI_10010682	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	314	GO:0005840
CGI_10010682	2201243891	7919928172	6044899654	6512867735	K1QWX2	K1QWX2_CRAGI	unreviewed	60S acidic ribosomal protein P0	CGI_10010682	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	314	GO:0042254
CGI_10010529	2302221461	8475559255	5100351571	6766911778	K1Q1F4	K1Q1F4_CRAGI	unreviewed	60S ribosomal protein L3 (Fragment)	CGI_10010529	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0003735
CGI_10010529	2302221461	8475559255	5100351571	6766911778	K1Q1F4	K1Q1F4_CRAGI	unreviewed	60S ribosomal protein L3 (Fragment)	CGI_10010529	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0005840
CGI_10010529	2302221461	8475559255	5100351571	6766911778	K1Q1F4	K1Q1F4_CRAGI	unreviewed	60S ribosomal protein L3 (Fragment)	CGI_10010529	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0006412
CGI_10023610	1114809052	8597006476	3717061913	9175750040	K1RL06	K1RL06_CRAGI	unreviewed	Kyphoscoliosis peptidase	CGI_10023610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	
CGI_10022058	2295163481	8419566571	3798286521	7951225250	K1QL67	K1QL67_CRAGI	unreviewed	60S ribosomal protein L7a	CGI_10022058	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	288	GO:0005840
CGI_10022058	2295163481	8419566571	3798286521	7951225250	K1QL67	K1QL67_CRAGI	unreviewed	60S ribosomal protein L7a	CGI_10022058	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	288	GO:0042254
CGI_10002375	4427877207	6849195076	5948971466	5129343784	K1R0S3	K1R0S3_CRAGI	unreviewed	T-complex protein 1 subunit theta	CGI_10002375	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	764	GO:0005524
CGI_10002375	4427877207	6849195076	5948971466	5129343784	K1R0S3	K1R0S3_CRAGI	unreviewed	T-complex protein 1 subunit theta	CGI_10002375	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	764	GO:0005737
CGI_10002375	4427877207	6849195076	5948971466	5129343784	K1R0S3	K1R0S3_CRAGI	unreviewed	T-complex protein 1 subunit theta	CGI_10002375	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	764	GO:0006457
CGI_10028148	3275425500	6935199266	5227440927	6607390823	K1R866	K1R866_CRAGI	unreviewed	Puromycin-sensitive aminopeptidase	CGI_10028148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1032	GO:0004177
CGI_10028148	3275425500	6935199266	5227440927	6607390823	K1R866	K1R866_CRAGI	unreviewed	Puromycin-sensitive aminopeptidase	CGI_10028148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1032	GO:0008237
CGI_10028148	3275425500	6935199266	5227440927	6607390823	K1R866	K1R866_CRAGI	unreviewed	Puromycin-sensitive aminopeptidase	CGI_10028148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1032	GO:0008270
CGI_10007702	3293396056	6568453814	5449613106	6527077539	K1P7Q6	K1P7Q6_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10007702	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	388	GO:0003735
CGI_10007702	3293396056	6568453814	5449613106	6527077539	K1P7Q6	K1P7Q6_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10007702	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	388	GO:0005840
CGI_10007702	3293396056	6568453814	5449613106	6527077539	K1P7Q6	K1P7Q6_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10007702	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	388	GO:0006412
CGI_10012555	1494918006	8058707095	4421930494	7678045322	K1PHM8	K1PHM8_CRAGI	unreviewed	14-3-3 protein zeta	CGI_10012555	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	249	
CGI_10006807	4686909124	6650447400	4493944694	5071873467	K1PY28	K1PY28_CRAGI	unreviewed	Sarcoplasmic calcium-binding protein	CGI_10006807	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	179	GO:0005509
CGI_10018743	1868337052	8268188065	4795505172	5479603498	K1QG80	K1QG80_CRAGI	unreviewed	Uncharacterized protein	CGI_10018743	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	263	
CGI_10015004	1223108091	7586431253	3366769016	8216682912	K1R4Z3	K1R4Z3_CRAGI	unreviewed	"Malate dehydrogenase, mitochondrial"	CGI_10015004	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	280	GO:0005975
CGI_10015004	1223108091	7586431253	3366769016	8216682912	K1R4Z3	K1R4Z3_CRAGI	unreviewed	"Malate dehydrogenase, mitochondrial"	CGI_10015004	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	280	GO:0006108
CGI_10015004	1223108091	7586431253	3366769016	8216682912	K1R4Z3	K1R4Z3_CRAGI	unreviewed	"Malate dehydrogenase, mitochondrial"	CGI_10015004	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	280	GO:0030060
CGI_10028202	1789183637	6928077290	4810149568	6782595814	K1R8C6	K1R8C6_CRAGI	unreviewed	40S ribosomal protein S12	CGI_10028202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	137	GO:0003735
CGI_10028202	1789183637	6928077290	4810149568	6782595814	K1R8C6	K1R8C6_CRAGI	unreviewed	40S ribosomal protein S12	CGI_10028202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	137	GO:0005840
CGI_10028202	1789183637	6928077290	4810149568	6782595814	K1R8C6	K1R8C6_CRAGI	unreviewed	40S ribosomal protein S12	CGI_10028202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	137	GO:0006412
CGI_10016722	2525362260	6190056947	6626025137	4777678923	K1QCS0	K1QCS0_CRAGI	unreviewed	Cathepsin L	CGI_10016722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	271	GO:0008234
CGI_10018568	2875069662	6610491666	4440373546	6088810871	K1R7T2	K1R7T2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10018568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	410	GO:0000287
CGI_10018568	2875069662	6610491666	4440373546	6088810871	K1R7T2	K1R7T2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10018568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	410	GO:0004450
CGI_10018568	2875069662	6610491666	4440373546	6088810871	K1R7T2	K1R7T2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10018568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	410	GO:0006099
CGI_10018568	2875069662	6610491666	4440373546	6088810871	K1R7T2	K1R7T2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10018568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	410	GO:0006102
CGI_10018568	2875069662	6610491666	4440373546	6088810871	K1R7T2	K1R7T2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10018568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	410	GO:0051287
CGI_10014226	1907915373	6706221481	4727825887	6201766932	K1QZX9	K1QZX9_CRAGI	unreviewed	Uncharacterized protein	CGI_10014226	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	455	GO:0016491
CGI_10016721	2378368605	6078583475	6418093435	4601755148	K1Q585	K1Q585_CRAGI	unreviewed	Cathepsin L	CGI_10016721	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	331	GO:0008234
CGI_10000602	3602907873	6109478353	4106222478	5650513341	K1PZQ5	K1PZQ5_CRAGI	unreviewed	"Actin CyI, cytoplasmic"	CGI_10000602	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	115	
CGI_10024772	2243561204	7171876461	4829480131	5085679629	K1S4H5	K1S4H5_CRAGI	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10024772	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	510	GO:0004013
CGI_10024772	2243561204	7171876461	4829480131	5085679629	K1S4H5	K1S4H5_CRAGI	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10024772	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	510	GO:0006730
CGI_10021712	3589069487	5750919836	5028255189	4803065391	K1RKC1	K1RKC1_CRAGI	unreviewed	Far upstream element-binding protein 3	CGI_10021712	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	772	GO:0003723
CGI_10016162	1513410797	7817129754	3132338882	6559289196	K1P9D0	K1P9D0_CRAGI	unreviewed	"Stress-70 protein, mitochondrial"	CGI_10016162	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	703	GO:0005524
CGI_10016162	1513410797	7817129754	3132338882	6559289196	K1P9D0	K1P9D0_CRAGI	unreviewed	"Stress-70 protein, mitochondrial"	CGI_10016162	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	703	GO:0006457
CGI_10016140	3148621238	5484999149	4159547275	6119110282	K1R252	K1R252_CRAGI	unreviewed	"Putative methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"	CGI_10016140	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	525	GO:0004491
CGI_10023084	2492116488	6409173387	3915716997	6087779598	K1QJK2	K1QJK2_CRAGI	unreviewed	Uncharacterized protein	CGI_10023084	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2024	GO:0005576
CGI_10023084	2492116488	6409173387	3915716997	6087779598	K1QJK2	K1QJK2_CRAGI	unreviewed	Uncharacterized protein	CGI_10023084	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2024	GO:0006030
CGI_10023084	2492116488	6409173387	3915716997	6087779598	K1QJK2	K1QJK2_CRAGI	unreviewed	Uncharacterized protein	CGI_10023084	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2024	GO:0008061
CGI_10027917	3388820284	5823729518	4166037387	5475555064	K1R7F8	K1R7F8_CRAGI	unreviewed	"Peroxiredoxin-5, mitochondrial"	CGI_10027917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	157	GO:0005623
CGI_10027917	3388820284	5823729518	4166037387	5475555064	K1R7F8	K1R7F8_CRAGI	unreviewed	"Peroxiredoxin-5, mitochondrial"	CGI_10027917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	157	GO:0016491
CGI_10027917	3388820284	5823729518	4166037387	5475555064	K1R7F8	K1R7F8_CRAGI	unreviewed	"Peroxiredoxin-5, mitochondrial"	CGI_10027917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	157	GO:0045454
CGI_10026913	3092860007	8204443994	3320257168	4052772716	K1R294	K1R294_CRAGI	unreviewed	T-complex protein 1 subunit beta	CGI_10026913	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	529	GO:0005524
CGI_10026913	3092860007	8204443994	3320257168	4052772716	K1R294	K1R294_CRAGI	unreviewed	T-complex protein 1 subunit beta	CGI_10026913	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	529	GO:0005737
CGI_10026913	3092860007	8204443994	3320257168	4052772716	K1R294	K1R294_CRAGI	unreviewed	T-complex protein 1 subunit beta	CGI_10026913	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	529	GO:0006457
CGI_10018053	1740870948	6549096431	3287263750	6894882183	K1RBF6	K1RBF6_CRAGI	unreviewed	Uncharacterized protein yfeX	CGI_10018053	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	354	GO:0004601
CGI_10018053	1740870948	6549096431	3287263750	6894882183	K1RBF6	K1RBF6_CRAGI	unreviewed	Uncharacterized protein yfeX	CGI_10018053	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	354	GO:0020037
CGI_10004092	39278673	3086475580	1993348768	13316379624	K1PY89	K1PY89_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10004092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0006801
CGI_10004092	39278673	3086475580	1993348768	13316379624	K1PY89	K1PY89_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10004092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0046872
CGI_10004092	39278673	3086475580	1993348768	13316379624	K1PY89	K1PY89_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10004092	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0055114
CGI_10018833	39278673	3086475580	1993348768	13316379624	K1RVZ4	K1RVZ4_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10018833	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0006801
CGI_10018833	39278673	3086475580	1993348768	13316379624	K1RVZ4	K1RVZ4_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10018833	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0046872
CGI_10018833	39278673	3086475580	1993348768	13316379624	K1RVZ4	K1RVZ4_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10018833	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0055114
CGI_10013084	3603622832	6019092522	4272613652	4323041720	K1RB07	K1RB07_CRAGI	unreviewed	60S ribosomal protein L27a	CGI_10013084	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	364	GO:0003735
CGI_10013084	3603622832	6019092522	4272613652	4323041720	K1RB07	K1RB07_CRAGI	unreviewed	60S ribosomal protein L27a	CGI_10013084	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	364	GO:0006412
