Go term	Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)	term	GOSlim_bin	aspect	clean												
GO:0046872	CGI_10017163	1197807020	3720898614	1709095816	2531827032	metal ion binding	other molecular function	F	1												
GO:0003924	CGI_10017178	17520994393	29593766913	28744799906	26141225312	GTPase activity	other molecular function	F	1												
GO:0005525	CGI_10017178	17520994393	29593766913	28744799906	26141225312	GTP binding	other molecular function	F	1												
GO:0004352	CGI_10017227	1886441972	4973938304	2535342214	4749895303	glutamate dehydrogenase activity	other molecular function	F	1												
GO:0006520	CGI_10017227	1886441972	4973938304	2535342214	4749895303	cellular amino acid metabolic process	other metabolic processes	P	1												
GO:0003677	CGI_10017251	944427812	1958175607	1438515739	2451458963	DNA binding	nucleic acid binding activity	F	1												
GO:0004075	CGI_10017251	944427812	1958175607	1438515739	2451458963	biotin carboxylase activity	other molecular function	F	1												
GO:0004736	CGI_10017251	944427812	1958175607	1438515739	2451458963	pyruvate carboxylase activity	other molecular function	F	1												
GO:0005524	CGI_10017251	944427812	1958175607	1438515739	2451458963	ATP binding	other molecular function	F	1												
GO:0006090	CGI_10017251	944427812	1958175607	1438515739	2451458963	pyruvate metabolic process	other metabolic processes	P	1												
GO:0006094	CGI_10017251	944427812	1958175607	1438515739	2451458963	gluconeogenesis	other metabolic processes	P	1												
GO:0009374	CGI_10017251	944427812	1958175607	1438515739	2451458963	biotin binding	other molecular function	F	1												
GO:0046872	CGI_10017251	944427812	1958175607	1438515739	2451458963	metal ion binding	other molecular function	F	1												
GO:0005524	CGI_10017255	975268933	2675765931	1465238586	2660266516	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10017263	751346663	1629530729	1336374228	1504899710	ATP binding	other molecular function	F	1												
GO:0006457	CGI_10017263	751346663	1629530729	1336374228	1504899710	protein folding	protein metabolism	P	1												
GO:0003735	CGI_10017292	645846234	2778697030	1764789616	1504104496	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10017292	645846234	2778697030	1764789616	1504104496	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10017292	645846234	2778697030	1764789616	1504104496	translation	protein metabolism	P	1												
GO:0005737	CGI_10017309	1863004909	5214806583	3060285436	5056644771	cytoplasm	other cellular component	C	1												
GO:0005856	CGI_10017309	1863004909	5214806583	3060285436	5056644771	cytoskeleton	cytoskeleton	C	1												
GO:0019898	CGI_10017309	1863004909	5214806583	3060285436	5056644771	extrinsic to membrane	other membranes	C	1												
GO:0004222	CGI_10017454	2349678823	5598884141	3949149790	6017587672	metalloendopeptidase activity	other molecular function	F	1												
GO:0046872	CGI_10017454	2349678823	5598884141	3949149790	6017587672	metal ion binding	other molecular function	F	1												
GO:0005861	CGI_10017461	650750003	3018057155	1302089566	3118001268	troponin complex	cytoskeleton	C	1												
GO:0006937	CGI_10017461	650750003	3018057155	1302089566	3118001268	regulation of muscle contraction	other biological processes	P	1												
GO:0005524	CGI_10017621	17052323419	45144695834	26004326514	38345113170	ATP binding	other molecular function	F	1												
GO:0006457	CGI_10017621	17052323419	45144695834	26004326514	38345113170	protein folding	protein metabolism	P	1												
GO:0006950	CGI_10017621	17052323419	45144695834	26004326514	38345113170	response to stress	stress response	P	1												
GO:0004069	CGI_10017668	1151812700	2473254652	1534395057	1710745577	L-aspartate:2-oxoglutarate aminotransferase activity	other molecular function	F	1												
GO:0006520	CGI_10017668	1151812700	2473254652	1534395057	1710745577	cellular amino acid metabolic process	other metabolic processes	P	1												
GO:0009058	CGI_10017668	1151812700	2473254652	1534395057	1710745577	biosynthetic process	other metabolic processes	P	1												
GO:0030170	CGI_10017668	1151812700	2473254652	1534395057	1710745577	pyridoxal phosphate binding	other molecular function	F	1												
GO:0080130	CGI_10017668	1151812700	2473254652	1534395057	1710745577	L-phenylalanine:2-oxoglutarate aminotransferase activity	other molecular function	F	1												
GO:0005524	CGI_10017757	40482776379	55703707441	47498040374	59528251250	ATP binding	other molecular function	F	1												
GO:0003735	CGI_10017767	745235983	3538938693	2155768194	2598488575	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10017767	745235983	3538938693	2155768194	2598488575	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10017767	745235983	3538938693	2155768194	2598488575	translation	protein metabolism	P	1												
GO:0004784	CGI_10017958	2783779821	4961022443	3350221959	4355960401	superoxide dismutase activity	other molecular function	F	1												
GO:0046872	CGI_10017958	2783779821	4961022443	3350221959	4355960401	metal ion binding	other molecular function	F	1												
GO:0016874	CGI_10018049	744138308	1714451625	1019397795	1721057853	ligase activity	other molecular function	F	1												
GO:0004601	CGI_10018053	1740870948	6549096431	3287263750	6894882183	peroxidase activity	other molecular function	F	1												
GO:0020037	CGI_10018053	1740870948	6549096431	3287263750	6894882183	heme binding	other molecular function	F	1												
GO:0005198	CGI_10018067	1148497906	2417097349	1245070345	2282449212	structural molecule activity	other molecular function	F	1												
GO:0005882	CGI_10018067	1148497906	2417097349	1245070345	2282449212	intermediate filament	cytoskeleton	C	1												
GO:0005509	CGI_10018235	4797619694	11891107334	7051866010	10771933475	calcium ion binding	other molecular function	F	1												
GO:0003735	CGI_10018261	1284784120	2251971216	1669521528	2028985915	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10018261	1284784120	2251971216	1669521528	2028985915	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10018261	1284784120	2251971216	1669521528	2028985915	translation	protein metabolism	P	1												
GO:0019843	CGI_10018261	1284784120	2251971216	1669521528	2028985915	rRNA binding	nucleic acid binding activity	F	1												
GO:0003676	CGI_10018336	1470828554	1833761942	2344600407	1761545512	nucleic acid binding	nucleic acid binding activity	F	1												
GO:0004386	CGI_10018336	1470828554	1833761942	2344600407	1761545512	helicase activity	other molecular function	F	1												
GO:0005524	CGI_10018336	1470828554	1833761942	2344600407	1761545512	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10018499	1233654195	3845790147	1871028103	2503932835	ATP binding	other molecular function	F	1												
GO:0015991	CGI_10018499	1233654195	3845790147	1871028103	2503932835	ATP hydrolysis coupled proton transport	transport	P	1												
GO:0016820	CGI_10018499	1233654195	3845790147	1871028103	2503932835	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	transporter activity	F	1												
GO:0033180	CGI_10018499	1233654195	3845790147	1871028103	2503932835	"proton-transporting V-type ATPase, V1 domain"	other membranes	C	1												
GO:0046034	CGI_10018499	1233654195	3845790147	1871028103	2503932835	ATP metabolic process	other metabolic processes	P	1												
GO:0000287	CGI_10018568	2875069662	6610491666	4440373546	6088810871	magnesium ion binding	other molecular function	F	1												
GO:0004450	CGI_10018568	2875069662	6610491666	4440373546	6088810871	isocitrate dehydrogenase (NADP+) activity	other molecular function	F	1												
GO:0006099	CGI_10018568	2875069662	6610491666	4440373546	6088810871	tricarboxylic acid cycle	other metabolic processes	P	1												
GO:0006102	CGI_10018568	2875069662	6610491666	4440373546	6088810871	isocitrate metabolic process	other metabolic processes	P	1												
GO:0051287	CGI_10018568	2875069662	6610491666	4440373546	6088810871	NAD or NADH binding	other molecular function	F	1												
GO:0006801	CGI_10018833	39278673	3086475580	1993348768	13316379624	superoxide metabolic process	other metabolic processes	P	1												
GO:0046872	CGI_10018833	39278673	3086475580	1993348768	13316379624	metal ion binding	other molecular function	F	1												
GO:0055114	CGI_10018833	39278673	3086475580	1993348768	13316379624	oxidation reduction	other metabolic processes	P	1												
GO:0005524	CGI_10018918	1230102170	2347003653	1903751409	2377279175	ATP binding	other molecular function	F	1												
GO:0005737	CGI_10018918	1230102170	2347003653	1903751409	2377279175	cytoplasm	other cellular component	C	1												
GO:0006457	CGI_10018918	1230102170	2347003653	1903751409	2377279175	protein folding	protein metabolism	P	1												
GO:0003924	CGI_10018930	21183395584	77572096460	38720249386	67349621781	GTPase activity	other molecular function	F	1												
GO:0005200	CGI_10018930	21183395584	77572096460	38720249386	67349621781	structural constituent of cytoskeleton	cytoskeletal activity	F	1												
GO:0005525	CGI_10018930	21183395584	77572096460	38720249386	67349621781	GTP binding	other molecular function	F	1												
GO:0005737	CGI_10018930	21183395584	77572096460	38720249386	67349621781	cytoplasm	other cellular component	C	1												
GO:0005874	CGI_10018930	21183395584	77572096460	38720249386	67349621781	microtubule	cytoskeleton	C	1												
GO:0007017	CGI_10018930	21183395584	77572096460	38720249386	67349621781	microtubule-based process	other biological processes	P	1												
GO:0004618	CGI_10019050	1698358717	4993991954	3199498654	5363000019	phosphoglycerate kinase activity	kinase activity	F	1												
GO:0005524	CGI_10019050	1698358717	4993991954	3199498654	5363000019	ATP binding	other molecular function	F	1												
GO:0006096	CGI_10019050	1698358717	4993991954	3199498654	5363000019	glycolysis	other metabolic processes	P	1												
GO:0005094	CGI_10019175	1455687903	2991903235	1832918000	2749258820	Rho GDP-dissociation inhibitor activity	enzyme regulator activity	F	1												
GO:0005737	CGI_10019175	1455687903	2991903235	1832918000	2749258820	cytoplasm	other cellular component	C	1												
GO:0015986	CGI_10019448	2299067120	5365929590	3628309741	6915876122	ATP synthesis coupled proton transport	other metabolic processes	P	1												
GO:0015986	CGI_10019448	2299067120	5365929590	3628309741	6915876122	ATP synthesis coupled proton transport	transport	P	1												
GO:0015991	CGI_10019448	2299067120	5365929590	3628309741	6915876122	ATP hydrolysis coupled proton transport	transport	P	1												
GO:0045261	CGI_10019448	2299067120	5365929590	3628309741	6915876122	"proton-transporting ATP synthase complex, catalytic core F(1)"	other membranes	C	1												
GO:0046933	CGI_10019448	2299067120	5365929590	3628309741	6915876122	"hydrogen ion transporting ATP synthase activity, rotational mechanism"	transporter activity	F	1												
GO:0046961	CGI_10019448	2299067120	5365929590	3628309741	6915876122	"proton-transporting ATPase activity, rotational mechanism"	transporter activity	F	1												
GO:0005622	CGI_10019491	902548932	2246449750	1578518294	2418068859	intracellular	other cellular component	C	1												
GO:0006886	CGI_10019491	902548932	2246449750	1578518294	2418068859	intracellular protein transport	transport	P	1												
GO:0000166	CGI_10019522	1327001901	2157935911	1397412629	1651039977	nucleotide binding	other molecular function	F	1												
GO:0003723	CGI_10019522	1327001901	2157935911	1397412629	1651039977	RNA binding	nucleic acid binding activity	F	1												
GO:0007165	CGI_10019530	906140725	2219319448	1332090001	2516968169	signal transduction	signal transduction	P	1												
GO:0003735	CGI_10019706	1264582563	5910302633	3069870784	3666838049	structural constituent of ribosome	other molecular function	F	1												
GO:0006412	CGI_10019706	1264582563	5910302633	3069870784	3666838049	translation	protein metabolism	P	1												
GO:0022627	CGI_10019706	1264582563	5910302633	3069870784	3666838049	cytosolic small ribosomal subunit	cytosol	C	1												
GO:0022627	CGI_10019706	1264582563	5910302633	3069870784	3666838049	cytosolic small ribosomal subunit	translational apparatus	C	1												
GO:0003735	CGI_10019707	1123958115	5211071885	2578111710	3074626482	structural constituent of ribosome	other molecular function	F	1												
GO:0006412	CGI_10019707	1123958115	5211071885	2578111710	3074626482	translation	protein metabolism	P	1												
GO:0022627	CGI_10019707	1123958115	5211071885	2578111710	3074626482	cytosolic small ribosomal subunit	cytosol	C	1												
GO:0022627	CGI_10019707	1123958115	5211071885	2578111710	3074626482	cytosolic small ribosomal subunit	translational apparatus	C	1												
GO:0003924	CGI_10019752	21213869688	1.10E+11	46899929437	99810529478	GTPase activity	other molecular function	F	1												
GO:0005200	CGI_10019752	21213869688	1.10E+11	46899929437	99810529478	structural constituent of cytoskeleton	cytoskeletal activity	F	1												
GO:0005525	CGI_10019752	21213869688	1.10E+11	46899929437	99810529478	GTP binding	other molecular function	F	1												
GO:0005874	CGI_10019752	21213869688	1.10E+11	46899929437	99810529478	microtubule	cytoskeleton	C	1												
GO:0007017	CGI_10019752	21213869688	1.10E+11	46899929437	99810529478	microtubule-based process	other biological processes	P	1												
GO:0004332	CGI_10019801	1746564635	5744791440	3250449835	5329525404	fructose-bisphosphate aldolase activity	other molecular function	F	1												
GO:0006096	CGI_10019801	1746564635	5744791440	3250449835	5329525404	glycolysis	other metabolic processes	P	1												
GO:0003924	CGI_10019835	14657459790	77197075701	33447465955	72744401446	GTPase activity	other molecular function	F	1												
GO:0005200	CGI_10019835	14657459790	77197075701	33447465955	72744401446	structural constituent of cytoskeleton	cytoskeletal activity	F	1												
GO:0005525	CGI_10019835	14657459790	77197075701	33447465955	72744401446	GTP binding	other molecular function	F	1												
GO:0005737	CGI_10019835	14657459790	77197075701	33447465955	72744401446	cytoplasm	other cellular component	C	1												
GO:0005874	CGI_10019835	14657459790	77197075701	33447465955	72744401446	microtubule	cytoskeleton	C	1												
GO:0007017	CGI_10019835	14657459790	77197075701	33447465955	72744401446	microtubule-based process	other biological processes	P	1												
GO:0004129	CGI_10019936	721988065	981390785	1574182386	2836563866	cytochrome-c oxidase activity	transporter activity	F	1												
GO:0005740	CGI_10019936	721988065	981390785	1574182386	2836563866	mitochondrial envelope	mitochondrion	C	1												
GO:0005524	CGI_10019942	922834057	2682906926	1887674627	2533211669	ATP binding	other molecular function	F	1												
GO:0003924	CGI_10020105	1471209049	4658867872	2825017891	4044711365	GTPase activity	other molecular function	F	1												
GO:0005525	CGI_10020105	1471209049	4658867872	2825017891	4044711365	GTP binding	other molecular function	F	1												
GO:0005634	CGI_10020105	1471209049	4658867872	2825017891	4044711365	nucleus	nucleus	C	1												
GO:0006886	CGI_10020105	1471209049	4658867872	2825017891	4044711365	intracellular protein transport	transport	P	1												
GO:0006913	CGI_10020105	1471209049	4658867872	2825017891	4044711365	nucleocytoplasmic transport	transport	P	1												
GO:0007264	CGI_10020105	1471209049	4658867872	2825017891	4044711365	small GTPase mediated signal transduction	signal transduction	P	1												
GO:0003723	CGI_10020147	614187933	1610354676	1050402212	2129360547	RNA binding	nucleic acid binding activity	F	1												
GO:0005543	CGI_10020238	556471918	2422296148	1130461929	2487920054	phospholipid binding	other molecular function	F	1												
GO:0007017	CGI_10020305	851131472	2960501195	1385155950	3027714140	microtubule-based process	other biological processes	P	1												
GO:0030286	CGI_10020305	851131472	2960501195	1385155950	3027714140	dynein complex	cytoskeleton	C	1												
GO:0005975	CGI_10020409	874161479	1605393830	1662040975	1886929387	carbohydrate metabolic process	other metabolic processes	P	1												
GO:0008483	CGI_10020409	874161479	1605393830	1662040975	1886929387	transaminase activity	other molecular function	F	1												
GO:0030246	CGI_10020409	874161479	1605393830	1662040975	1886929387	carbohydrate binding	other molecular function	F	1												
GO:0004514	CGI_10020447	3326065308	7658745025	5598897116	8193980333	nicotinate-nucleotide diphosphorylase (carboxylating) activity	other molecular function	F	1												
GO:0009435	CGI_10020447	3326065308	7658745025	5598897116	8193980333	NAD biosynthetic process	other metabolic processes	P	1												
GO:0003735	CGI_10020449	898024582	3621143652	2103638729	2825884656	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10020449	898024582	3621143652	2103638729	2825884656	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10020449	898024582	3621143652	2103638729	2825884656	translation	protein metabolism	P	1												
GO:0005044	CGI_10020579	758274293	3287865700	1310365620	3481434049	scavenger receptor activity	signal transduction activity	F	1												
GO:0016020	CGI_10020579	758274293	3287865700	1310365620	3481434049	membrane	other membranes	C	1												
GO:0016787	CGI_10020579	758274293	3287865700	1310365620	3481434049	hydrolase activity	other molecular function	F	1												
GO:0004013	CGI_10020662	6973047679	9054760387	12607341600	8626962104	adenosylhomocysteinase activity	other molecular function	F	1												
GO:0006730	CGI_10020662	6973047679	9054760387	12607341600	8626962104	one-carbon compound metabolic process	other metabolic processes	P	1												
GO:0000166	CGI_10020922	3833958829	7832610882	7351291462	7890046449	nucleotide binding	other molecular function	F	1												
GO:0003676	CGI_10020922	3833958829	7832610882	7351291462	7890046449	nucleic acid binding	nucleic acid binding activity	F	1												
GO:0019013	CGI_10020922	3833958829	7832610882	7351291462	7890046449	viral nucleocapsid	other cellular component	C	1												
GO:0030529	CGI_10020922	3833958829	7832610882	7351291462	7890046449	ribonucleoprotein complex	other cellular component	C	1												
GO:0003735	CGI_10020961	1469703751	3629815669	3472195727	3733951241	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10020961	1469703751	3629815669	3472195727	3733951241	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10020961	1469703751	3629815669	3472195727	3733951241	translation	protein metabolism	P	1												
GO:0004550	CGI_10021159	7633881824	14915393322	12191728923	14820295317	nucleoside diphosphate kinase activity	kinase activity	F	1												
GO:0005524	CGI_10021159	7633881824	14915393322	12191728923	14820295317	ATP binding	other molecular function	F	1												
GO:0006183	CGI_10021159	7633881824	14915393322	12191728923	14820295317	GTP biosynthetic process	other metabolic processes	P	1												
GO:0006228	CGI_10021159	7633881824	14915393322	12191728923	14820295317	UTP biosynthetic process	other metabolic processes	P	1												
GO:0006241	CGI_10021159	7633881824	14915393322	12191728923	14820295317	CTP biosynthetic process	other metabolic processes	P	1												
GO:0003735	CGI_10021165	5370074512	11732246066	9767464757	10624321282	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10021165	5370074512	11732246066	9767464757	10624321282	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10021165	5370074512	11732246066	9767464757	10624321282	translation	protein metabolism	P	1												
GO:0003676	CGI_10021188	1045678538	2733939039	1841943964	2642565346	nucleic acid binding	nucleic acid binding activity	F	1												
GO:0006461	CGI_10021188	1045678538	2733939039	1841943964	2642565346	protein complex assembly	cell organization and biogenesis	P	1												
GO:0008408	CGI_10021188	1045678538	2733939039	1841943964	2642565346	3'-5' exonuclease activity	other molecular function	F	1												
GO:0008601	CGI_10021188	1045678538	2733939039	1841943964	2642565346	protein phosphatase type 2A regulator activity	enzyme regulator activity	F	1												
GO:0003746	CGI_10021397	1165943555	5013466661	2928764236	5126496371	translation elongation factor activity	nucleic acid binding activity	F	1												
GO:0005853	CGI_10021397	1165943555	5013466661	2928764236	5126496371	eukaryotic translation elongation factor 1 complex	other cellular component	C	1												
GO:0005524	CGI_10021481	14298484234	38779598798	21494726599	40357523842	ATP binding	other molecular function	F	1												
GO:0016301	CGI_10021481	14298484234	38779598798	21494726599	40357523842	kinase activity	kinase activity	F	1												
GO:0016301	CGI_10021482	1933774583	3657012094	2362549339	4247553144	kinase activity	kinase activity	F	1												
GO:0016301	CGI_10021483	1927516939	3632568849	2362527996	4191018767	kinase activity	kinase activity	F	1												
GO:0016021	CGI_10021644	342913293	1848298153	921524675	2142684046	integral to membrane	other membranes	C	1												
GO:0000166	CGI_10021647	2184192414	5773839506	4017624230	5211411277	nucleotide binding	other molecular function	F	1												
GO:0003723	CGI_10021647	2184192414	5773839506	4017624230	5211411277	RNA binding	nucleic acid binding activity	F	1												
GO:0005737	CGI_10021647	2184192414	5773839506	4017624230	5211411277	cytoplasm	other cellular component	C	1												
GO:0005524	CGI_10021673	41559740727	69585977998	54177719409	64183950160	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10021674	94873807401	1.93E+11	1.36E+11	2.06E+11	ATP binding	other molecular function	F	1												
GO:0003723	CGI_10021712	3589069487	5750919836	5028255189	4803065391	RNA binding	nucleic acid binding activity	F	1												
GO:0003677	CGI_10021754	844279872	1569001808	1126820731	2325448747	DNA binding	nucleic acid binding activity	F	1												
GO:0006355	CGI_10021754	844279872	1569001808	1126820731	2325448747	"regulation of transcription, DNA-dependent"	RNA metabolism	P	1												
GO:0000028	CGI_10021852	1755705409	4023346603	2513775935	3768199392	ribosomal small subunit assembly	cell organization and biogenesis	P	1												
GO:0003735	CGI_10021852	1755705409	4023346603	2513775935	3768199392	structural constituent of ribosome	other molecular function	F	1												
GO:0006412	CGI_10021852	1755705409	4023346603	2513775935	3768199392	translation	protein metabolism	P	1												
GO:0022627	CGI_10021852	1755705409	4023346603	2513775935	3768199392	cytosolic small ribosomal subunit	cytosol	C	1												
GO:0022627	CGI_10021852	1755705409	4023346603	2513775935	3768199392	cytosolic small ribosomal subunit	translational apparatus	C	1												
GO:0005509	CGI_10021971	592395320	1676675478	1193149681	1795166912	calcium ion binding	other molecular function	F	1												
GO:0050188	CGI_10022015	523842619	2864898055	927253452	2537677679	phosphoenolpyruvate mutase activity	other molecular function	F	1												
GO:0005388	CGI_10022016	1053829714	2270027644	1804925695	2103704096	calcium-transporting ATPase activity	transporter activity	F	1												
GO:0005524	CGI_10022016	1053829714	2270027644	1804925695	2103704096	ATP binding	other molecular function	F	1												
GO:0016021	CGI_10022016	1053829714	2270027644	1804925695	2103704096	integral to membrane	other membranes	C	1												
GO:0033017	CGI_10022016	1053829714	2270027644	1804925695	2103704096	sarcoplasmic reticulum membrane	ER/Golgi	C	1												
GO:0033017	CGI_10022016	1053829714	2270027644	1804925695	2103704096	sarcoplasmic reticulum membrane	other membranes	C	1												
GO:0046872	CGI_10022016	1053829714	2270027644	1804925695	2103704096	metal ion binding	other molecular function	F	1												
GO:0005840	CGI_10022058	2295163481	8419566571	3798286521	7951225250	ribosome	translational apparatus	C	1												
GO:0042254	CGI_10022058	2295163481	8419566571	3798286521	7951225250	ribosome biogenesis	other biological processes	P	1												
GO:0003774	CGI_10022093	59782570100	1.35E+11	93906068601	1.36E+11	motor activity	cytoskeletal activity	F	1												
GO:0005524	CGI_10022093	59782570100	1.35E+11	93906068601	1.36E+11	ATP binding	other molecular function	F	1												
GO:0016459	CGI_10022093	59782570100	1.35E+11	93906068601	1.36E+11	myosin complex	cytoskeleton	C	1												
GO:0000015	CGI_10022154	2348014917	9523349292	5165579812	9845280025	phosphopyruvate hydratase complex	cytosol	C	1												
GO:0000287	CGI_10022154	2348014917	9523349292	5165579812	9845280025	magnesium ion binding	other molecular function	F	1												
GO:0004634	CGI_10022154	2348014917	9523349292	5165579812	9845280025	phosphopyruvate hydratase activity	other molecular function	F	1												
GO:0006096	CGI_10022154	2348014917	9523349292	5165579812	9845280025	glycolysis	other metabolic processes	P	1												
GO:0016021	CGI_10022154	2348014917	9523349292	5165579812	9845280025	integral to membrane	other membranes	C	1												
GO:0006457	CGI_10022305	972399130	2158403650	1280958130	2156209791	protein folding	protein metabolism	P	1												
GO:0004222	CGI_10022332	4095473031	9809114354	5203726942	8533951509	metalloendopeptidase activity	other molecular function	F	1												
GO:0008270	CGI_10022332	4095473031	9809114354	5203726942	8533951509	zinc ion binding	other molecular function	F	1												
GO:0016020	CGI_10022332	4095473031	9809114354	5203726942	8533951509	membrane	other membranes	C	1												
GO:0004108	CGI_10022396	4590250402	8961486979	6022347390	7822719345	citrate (Si)-synthase activity	other molecular function	F	1												
GO:0006099	CGI_10022396	4590250402	8961486979	6022347390	7822719345	tricarboxylic acid cycle	other metabolic processes	P	1												
GO:0006101	CGI_10022396	4590250402	8961486979	6022347390	7822719345	citrate metabolic process	other metabolic processes	P	1												
GO:0000902	CGI_10022483	2091921180	4023518850	2834114793	4418348164	cell morphogenesis	cell organization and biogenesis	P	1												
GO:0007010	CGI_10022483	2091921180	4023518850	2834114793	4418348164	cytoskeleton organization	cell organization and biogenesis	P	1												
GO:0005743	CGI_10022522	850878989	3507824251	1774067610	3304019660	mitochondrial inner membrane	mitochondrion	C	1												
GO:0005743	CGI_10022522	850878989	3507824251	1774067610	3304019660	mitochondrial inner membrane	other membranes	C	1												
GO:0006099	CGI_10022522	850878989	3507824251	1774067610	3304019660	tricarboxylic acid cycle	other metabolic processes	P	1												
GO:0008177	CGI_10022522	850878989	3507824251	1774067610	3304019660	succinate dehydrogenase (ubiquinone) activity	other molecular function	F	1												
GO:0022900	CGI_10022522	850878989	3507824251	1774067610	3304019660	electron transport chain	other metabolic processes	P	1												
GO:0050660	CGI_10022522	850878989	3507824251	1774067610	3304019660	FAD binding	other molecular function	F	1												
GO:0004601	CGI_10022551	1156850400	4771538392	2434554575	5229037848	peroxidase activity	other molecular function	F	1												
GO:0020037	CGI_10022551	1156850400	4771538392	2434554575	5229037848	heme binding	other molecular function	F	1												
GO:0016491	CGI_10022642	503851125	2383255235	709657770	2035790018	oxidoreductase activity	other molecular function	F	1												
GO:0005524	CGI_10022731	68662195340	1.30E+11	91542612354	1.36E+11	ATP binding	other molecular function	F	1												
GO:0000139	CGI_10023024	907840155	3212494397	2064282744	3201346858	Golgi membrane	ER/Golgi	C	1												
GO:0000139	CGI_10023024	907840155	3212494397	2064282744	3201346858	Golgi membrane	other membranes	C	1												
GO:0005198	CGI_10023024	907840155	3212494397	2064282744	3201346858	structural molecule activity	other molecular function	F	1												
GO:0006886	CGI_10023024	907840155	3212494397	2064282744	3201346858	intracellular protein transport	transport	P	1												
GO:0016192	CGI_10023024	907840155	3212494397	2064282744	3201346858	vesicle-mediated transport	transport	P	1												
GO:0030126	CGI_10023024	907840155	3212494397	2064282744	3201346858	COPI vesicle coat	ER/Golgi	C	1												
GO:0030126	CGI_10023024	907840155	3212494397	2064282744	3201346858	COPI vesicle coat	other membranes	C	1												
GO:0005576	CGI_10023084	2492116488	6409173387	3915716997	6087779598	extracellular region	non-structural extracellular	C	1												
GO:0006030	CGI_10023084	2492116488	6409173387	3915716997	6087779598	chitin metabolic process	other metabolic processes	P	1												
GO:0008061	CGI_10023084	2492116488	6409173387	3915716997	6087779598	chitin binding	other molecular function	F	1												
GO:0003735	CGI_10023099	253550602	2699676513	1550921637	2444741371	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10023099	253550602	2699676513	1550921637	2444741371	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10023099	253550602	2699676513	1550921637	2444741371	translation	protein metabolism	P	1												
GO:0004367	CGI_10023335	1788926449	4335866942	2780279379	3859588912	glycerol-3-phosphate dehydrogenase (NAD+) activity	other molecular function	F	1												
GO:0005975	CGI_10023335	1788926449	4335866942	2780279379	3859588912	carbohydrate metabolic process	other metabolic processes	P	1												
GO:0009331	CGI_10023335	1788926449	4335866942	2780279379	3859588912	glycerol-3-phosphate dehydrogenase complex	other cellular component	C	1												
GO:0046168	CGI_10023335	1788926449	4335866942	2780279379	3859588912	glycerol-3-phosphate catabolic process	other metabolic processes	P	1												
GO:0051287	CGI_10023335	1788926449	4335866942	2780279379	3859588912	NAD or NADH binding	other molecular function	F	1												
GO:0004579	CGI_10023347	1324653436	2273190508	1570897034	2077645821	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	other molecular function	F	1												
GO:0005789	CGI_10023347	1324653436	2273190508	1570897034	2077645821	endoplasmic reticulum membrane	ER/Golgi	C	1												
GO:0005789	CGI_10023347	1324653436	2273190508	1570897034	2077645821	endoplasmic reticulum membrane	other membranes	C	1												
GO:0006486	CGI_10023347	1324653436	2273190508	1570897034	2077645821	protein amino acid glycosylation	protein metabolism	P	1												
GO:0016021	CGI_10023347	1324653436	2273190508	1570897034	2077645821	integral to membrane	other membranes	C	1												
GO:0006520	CGI_10023627	1389070711	3269322568	1722110393	3094150288	cellular amino acid metabolic process	other metabolic processes	P	1												
GO:0016021	CGI_10023627	1389070711	3269322568	1722110393	3094150288	integral to membrane	other membranes	C	1												
GO:0016491	CGI_10023627	1389070711	3269322568	1722110393	3094150288	oxidoreductase activity	other molecular function	F	1												
GO:0016746	CGI_10023627	1389070711	3269322568	1722110393	3094150288	"transferase activity, transferring acyl groups"	other molecular function	F	1												
GO:0000502	CGI_10023649	1054518012	2471862115	2229670388	2244217904	proteasome complex	other cellular component	C	1												
GO:0030234	CGI_10023649	1054518012	2471862115	2229670388	2244217904	enzyme regulator activity	enzyme regulator activity	F	1												
GO:0042176	CGI_10023649	1054518012	2471862115	2229670388	2244217904	regulation of protein catabolic process	protein metabolism	P	1												
GO:0005581	CGI_10023716	1213805689	1867712345	1113768083	2002694923	collagen	extracellular matrix	C	1												
GO:0005581	CGI_10023717	3622167147	8035797211	5888770796	6270275023	collagen	extracellular matrix	C	1												
