Protein	Len	3	4	8	11	12	16	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value z statistic	fdr	FDRup	FDRdown																												
CHOYP_LOC100728625.2.2|m.51928	179	10	14	6	3	3	2	-1.337	1.337	-3.1347	3.1347	0	0.547571	0	CHOYP_LOC100728625.2.2|m.51928	Q9S9V0	CDPKV_ARATH	31.25	128	87	1	40	166	337	464	1.00E-11	65.9	1	Q9S9V0	CDPKV_ARATH	reviewed	Calcium-dependent protein kinase 31 (EC 2.7.11.1)	CPK31 At4g04695 T19J18.7	Arabidopsis thaliana (Mouse-ear cress)	484	abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to salicylic acid [GO:0009751]	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009738; GO:0009751; GO:0009931; GO:0016020; GO:0018105; GO:0035556; GO:0046777			cd00051;	PF13499;PF00069;	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to salicylic acid [GO:0009751]
CHOYP_LOC100367205.1.1|m.24472	766	10	15	8	5	5	0	-1.092	1.092	-3.1163	3.1163	0	0.547667	0	CHOYP_LOC100367205.1.1|m.24472	Q8BRC6	MAAT1_MOUSE	57.06	715	300	5	36	748	28	737	0	801	1	Q8BRC6	MAAT1_MOUSE	reviewed	Protein MAATS1 (AMY-1-associating protein expressed in testis 1 homolog) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1)	Maats1 Aat1 Spata26	Mus musculus (Mouse)	783		GO:0005739				PF14738;	mitochondrion [GO:0005739]
CHOYP_CO5A2.1.1|m.28030	337	4	14	4	2	2	0	-1.532	1.532	-3.1076	3.1076	0	0.547713	0	CHOYP_CO5A2.1.1|m.28030	Q8BMF8	GLDN_MOUSE	68.33	60	19	0	60	119	162	221	4.00E-11	67.8	1	Q8BMF8	GLDN_MOUSE	reviewed	Gliomedin (Cancer-related gene liver 2 protein) (CRG-L2) [Cleaved into: Gliomedin shedded ectodomain]	Gldn Crgl2	Mus musculus (Mouse)	549	clustering of voltage-gated sodium channels [GO:0045162]; microvillus organization [GO:0032528]	GO:0005578; GO:0005581; GO:0005615; GO:0005886; GO:0016021; GO:0032528; GO:0045162; GO:0086080				PF01391;PF02191;	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; proteinaceous extracellular matrix [GO:0005578]; protein binding involved in heterotypic cell-cell adhesion [GO:0086080]; clustering of voltage-gated sodium channels [GO:0045162]; microvillus organization [GO:0032528]
CHOYP_LOC575509.2.2|m.63548	784	13	29	10	6	11	6	-0.781	0.781	-3.0849	3.0849	0	0.547837	0	CHOYP_LOC575509.2.2|m.63548	Q7T0Y4	DRC1_XENLA	52.29	719	296	9	62	779	14	686	0	682	1	Q7T0Y4	DRC1_XENLA	reviewed	Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164)	drc1 ccdc164	Xenopus laevis (African clawed frog)	690	axonemal dynein complex assembly [GO:0070286]; bacterial-type flagellum-dependent cell motility [GO:0071973]; cilium-dependent cell motility [GO:0060285]	GO:0005737; GO:0005930; GO:0060285; GO:0070286; GO:0071973				PF14775;	axoneme [GO:0005930]; cytoplasm [GO:0005737]; axonemal dynein complex assembly [GO:0070286]; bacterial-type flagellum-dependent cell motility [GO:0071973]; cilium-dependent cell motility [GO:0060285]
CHOYP_LOC100183353.1.1|m.54920	220	7	17	7	4	5	1	-1.127	1.127	-3.0817	3.0817	0	0.547855	0	CHOYP_LOC100183353.1.1|m.54920	A8MXQ7	YH010_HUMAN	27.21	136	81	4	67	201	462	580	0.0000002	54.3	1	A8MXQ7	YH010_HUMAN	reviewed	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574		Homo sapiens (Human)	604							
CHOYP_contig_008261|m.9575	174	1	19	0	0	0	0	-1.992	1.992	-3.0614	3.0614	0	0.547971	0																												
CHOYP_LOC100371332.1.6|m.7760	1803	6	13	8	3	3	2	-1.2	1.2	-3.0334	3.0334	0	0.548139	0	CHOYP_LOC100371332.1.6|m.7760	O54819	TFPI1_MOUSE	32.8	189	107	3	1145	1314	43	230	6.00E-23	106	1	O54819	TFPI1_MOUSE	reviewed	Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI)	Tfpi	Mus musculus (Mouse)	306	blood coagulation [GO:0007596]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; response to estradiol [GO:0032355]	GO:0004867; GO:0005615; GO:0007596; GO:0009986; GO:0032355; GO:0071222; GO:0071347				PF00014;	cell surface [GO:0009986]; extracellular space [GO:0005615]; serine-type endopeptidase inhibitor activity [GO:0004867]; blood coagulation [GO:0007596]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; response to estradiol [GO:0032355]
CHOYP_LOC100371590.1.1|m.64405	426	9	25	9	8	6	3	-0.921	0.921	-2.9969	2.9969	0	0.548373	0	CHOYP_LOC100371590.1.1|m.64405	Q2YDN4	CC105_BOVIN	30.38	372	243	4	45	414	110	467	3.00E-41	157	1	Q2YDN4	CC105_BOVIN	reviewed	Coiled-coil domain-containing protein 105	CCDC105	Bos taurus (Bovine)	500		GO:0070062					extracellular exosome [GO:0070062]
CHOYP_contig_025827|m.29484	299	3	14	1	0	0	0	-1.903	1.903	-2.9373	2.9373	0	0.548795	0																												
CHOYP_LOC100366451.1.1|m.10500	875	14	36	15	8	13	13	-0.619	0.619	-2.9233	2.9233	0	0.548902	0	CHOYP_LOC100366451.1.1|m.10500	B2RW38	CFA58_MOUSE	67.28	868	280	2	1	867	1	865	0	1131	1	B2RW38	CFA58_MOUSE	reviewed	Cilia- and flagella-associated protein 58	Cfap58	Mus musculus (Mouse)	873		GO:0005615; GO:0005929					cilium [GO:0005929]; extracellular space [GO:0005615]
CHOYP_LOC101067698.2.2|m.27457	134	2	14	3	1	2	0	-1.661	1.661	-2.9201	2.9201	0	0.548927	0	CHOYP_LOC101067698.2.2|m.27457	Q5R1U3	CYTA3_DICDI	43.33	90	45	2	44	133	11	94	6.00E-16	73.2	1	Q5R1U3	CYTA3_DICDI	reviewed	Cystatin-A3 (VSA745)	cpiC DDB_G0277001	Dictyostelium discoideum (Slime mold)	94	hyperosmotic response [GO:0006972]; proteolysis [GO:0006508]	GO:0004869; GO:0005737; GO:0006508; GO:0006972			cd00042;	PF00031;	cytoplasm [GO:0005737]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; hyperosmotic response [GO:0006972]; proteolysis [GO:0006508]
CHOYP_LOC100905544.1.3|m.6504	2712	1	15	1	0	0	0	-1.86	1.86	-2.906	2.906	0	0.549038	0																												
CHOYP_contig_026328|m.29985	247	4	11	2	0	0	0	-1.83	1.83	-2.8977	2.8977	0	0.549105	0																												
CHOYP_KS6B1.1.1|m.8274	492	8	10	8	1	4	2	-1.311	1.311	-2.8918	2.8918	0	0.549153	0	CHOYP_KS6B1.1.1|m.8274	P67999	KS6B1_RAT	62.72	507	167	5	1	491	24	524	0	615	1	P67999	KS6B1_RAT	reviewed	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA)	Rps6kb1	Rattus norvegicus (Rat)	525	aging [GO:0007568]; apoptotic process [GO:0006915]; behavioral fear response [GO:0001662]; cell migration [GO:0016477]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hormone stimulus [GO:0032870]; G1/S transition of mitotic cell cycle [GO:0000082]; germ cell development [GO:0007281]; intracellular signal transduction [GO:0035556]; long-term memory [GO:0007616]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of insulin receptor signaling pathway [GO:0046627]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of translational initiation [GO:0045948]; protein kinase B signaling [GO:0043491]; protein phosphorylation [GO:0006468]; regulation of glucose import [GO:0046324]; response to amino acid [GO:0043200]; response to drug [GO:0042493]; response to electrical stimulus involved in regulation of muscle adaptation [GO:0014878]; response to ethanol [GO:0045471]; response to glucagon [GO:0033762]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to heat [GO:0009408]; response to insulin [GO:0032868]; response to leucine [GO:0043201]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to nutrient [GO:0007584]; response to organic cyclic compound [GO:0014070]; response to organic substance [GO:0010033]; response to organonitrogen compound [GO:0010243]; response to peptide hormone [GO:0043434]; response to testosterone [GO:0033574]; response to toxic substance [GO:0009636]; response to tumor necrosis factor [GO:0034612]; response to wounding [GO:0009611]; skeletal muscle atrophy [GO:0014732]; skeletal muscle contraction [GO:0003009]; TOR signaling [GO:0031929]	GO:0000082; GO:0001662; GO:0003009; GO:0004672; GO:0004711; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005739; GO:0005741; GO:0005829; GO:0006468; GO:0006915; GO:0007281; GO:0007568; GO:0007584; GO:0007616; GO:0009408; GO:0009611; GO:0009612; GO:0009636; GO:0009749; GO:0009986; GO:0010033; GO:0010243; GO:0014070; GO:0014732; GO:0014878; GO:0014911; GO:0016477; GO:0030054; GO:0030165; GO:0031929; GO:0032496; GO:0032868; GO:0032870; GO:0033574; GO:0033762; GO:0034612; GO:0035556; GO:0042277; GO:0042493; GO:0042802; GO:0043005; GO:0043200; GO:0043201; GO:0043434; GO:0043491; GO:0045202; GO:0045471; GO:0045931; GO:0045948; GO:0046324; GO:0046627; GO:0048471; GO:0048633; GO:0048661; GO:0051384; GO:0051721; GO:0071363; GO:0071549; GO:2001237			cd05584;	PF00069;PF00433;	cell junction [GO:0030054]; cell surface [GO:0009986]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; PDZ domain binding [GO:0030165]; peptide binding [GO:0042277]; protein kinase activity [GO:0004672]; protein phosphatase 2A binding [GO:0051721]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; ribosomal protein S6 kinase activity [GO:0004711]; aging [GO:0007568]; apoptotic process [GO:0006915]; behavioral fear response [GO:0001662]; cell migration [GO:0016477]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hormone stimulus [GO:0032870]; G1/S transition of mitotic cell cycle [GO:0000082]; germ cell development [GO:0007281]; intracellular signal transduction [GO:0035556]; long-term memory [GO:0007616]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of insulin receptor signaling pathway [GO:0046627]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of translational initiation [GO:0045948]; protein kinase B signaling [GO:0043491]; protein phosphorylation [GO:0006468]; regulation of glucose import [GO:0046324]; response to amino acid [GO:0043200]; response to drug [GO:0042493]; response to electrical stimulus involved in regulation of muscle adaptation [GO:0014878]; response to ethanol [GO:0045471]; response to glucagon [GO:0033762]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to heat [GO:0009408]; response to insulin [GO:0032868]; response to leucine [GO:0043201]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to nutrient [GO:0007584]; response to organic cyclic compound [GO:0014070]; response to organic substance [GO:0010033]; response to organonitrogen compound [GO:0010243]; response to peptide hormone [GO:0043434]; response to testosterone [GO:0033574]; response to toxic substance [GO:0009636]; response to tumor necrosis factor [GO:0034612]; response to wounding [GO:0009611]; skeletal muscle atrophy [GO:0014732]; skeletal muscle contraction [GO:0003009]; TOR signaling [GO:0031929]
CHOYP_LOC100179516.1.2|m.45110	148	6	11	3	1	2	0	-1.689	1.689	-2.8699	2.8699	0	0.549337	0																												
CHOYP_SCP.3.12|m.27952	179	15	30	12	9	11	8	-0.695	0.695	-2.8622	2.8622	0	0.549403	0	CHOYP_SCP.3.12|m.27952	P02637	SCP_MIZYE	59.66	176	69	2	2	176	2	176	1.00E-69	215	1	P02637	SCP_MIZYE	reviewed	Sarcoplasmic calcium-binding protein (SCP)		Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	176		GO:0005509					calcium ion binding [GO:0005509]
CHOYP_PIDD.1.1|m.54294	928	3	15	0	0	0	0	-1.985	1.985	-2.8613	2.8613	0	0.549411	0	CHOYP_PIDD.1.1|m.54294	Q9HB75	PIDD1_HUMAN	23.73	177	129	2	408	584	368	538	0.00000001	62.8	1	Q9HB75	PIDD1_HUMAN	reviewed	p53-induced death domain-containing protein 1 (Leucine-rich repeat and death domain-containing protein)	PIDD1 LRDD PIDD	Homo sapiens (Human)	910	"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; cellular response to DNA damage stimulus [GO:0006974]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; negative regulation of apoptotic process [GO:0043066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902043]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]"	GO:0005123; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006915; GO:0006919; GO:0006974; GO:0006977; GO:0007165; GO:0042981; GO:0043065; GO:0043066; GO:0051092; GO:1902043				PF00531;PF13855;PF10461;PF00791;	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; death receptor binding [GO:0005123]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; cellular response to DNA damage stimulus [GO:0006974]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; negative regulation of apoptotic process [GO:0043066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902043]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]"
CHOYP_contig_026975|m.30698	358	5	11	5	2	1	1	-1.741	1.741	-2.852	2.852	0	0.549493	0																												
CHOYP_BRAFLDRAFT_100695.1.1|m.47761	458	18	43	16	16	13	13	-0.568	0.568	-2.8519	2.8519	0	0.549493	0	CHOYP_BRAFLDRAFT_100695.1.1|m.47761	Q2T9T0	PPR32_BOVIN	35.94	448	244	9	1	442	2	412	2.00E-66	225	1	Q2T9T0	PPR32_BOVIN	reviewed	Protein phosphatase 1 regulatory subunit 32	PPP1R32	Bos taurus (Bovine)	428		GO:0019902				PF15691;	phosphatase binding [GO:0019902]
CHOYP_contig_026723|m.30427	283	9	20	7	6	8	0	-0.852	0.852	-2.8472	2.8472	0	0.549535	0																												
CHOYP_BRAFLDRAFT_275580.2.2|m.40924	435	9	12	7	4	3	2	-1.15	1.15	-2.8438	2.8438	0	0.549566	0	CHOYP_BRAFLDRAFT_275580.2.2|m.40924	Q8QZR1	ATTY_MOUSE	58.35	413	171	1	1	412	30	442	0	521	1	Q8QZR1	ATTY_MOUSE	reviewed	Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)	Tat	Mus musculus (Mouse)	454	2-oxoglutarate metabolic process [GO:0006103]; biosynthetic process [GO:0009058]; glutamate metabolic process [GO:0006536]; L-phenylalanine catabolic process [GO:0006559]; response to glucocorticoid [GO:0051384]; response to mercury ion [GO:0046689]; response to oxidative stress [GO:0006979]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0005739; GO:0006103; GO:0006536; GO:0006559; GO:0006572; GO:0006979; GO:0009058; GO:0016597; GO:0030170; GO:0046689; GO:0051384; GO:0080130	PATHWAY: Amino-acid degradation; L-phenylalanine degradation; acetoacetate and fumarate from L-phenylalanine: step 2/6.			PF00155;PF07706;	mitochondrion [GO:0005739]; amino acid binding [GO:0016597]; L-phenylalanine:2-oxoglutarate aminotransferase activity [GO:0080130]; L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; 2-oxoglutarate metabolic process [GO:0006103]; biosynthetic process [GO:0009058]; glutamate metabolic process [GO:0006536]; L-phenylalanine catabolic process [GO:0006559]; response to glucocorticoid [GO:0051384]; response to mercury ion [GO:0046689]; response to oxidative stress [GO:0006979]; tyrosine catabolic process [GO:0006572]
CHOYP_contig_027304|m.31034	111	11	13	5	3	5	0	-1.148	1.148	-2.8306	2.8306	0	0.549685	0																												
CHOYP_CO4A2.1.2|m.14631	1662	6	10	3	2	0	0	-1.674	1.674	-2.8201	2.8201	0	0.549782	0	CHOYP_CO4A2.1.2|m.14631	P08120	CO4A1_DROME	42.98	1852	748	41	38	1659	5	1778	0	895	1	P08120	CO4A1_DROME	reviewed	Collagen alpha-1(IV) chain	Cg25C DCg1 CG4145	Drosophila melanogaster (Fruit fly)	1779	cardiac muscle cell development [GO:0055013]; dorsal closure [GO:0007391]; intestinal epithelial structure maintenance [GO:0060729]; oviduct morphogenesis [GO:0035848]; post-embryonic digestive tract morphogenesis [GO:0048621]	GO:0005201; GO:0005587; GO:0007391; GO:0035848; GO:0048621; GO:0055013; GO:0060729				PF01413;PF01391;	collagen type IV trimer [GO:0005587]; extracellular matrix structural constituent [GO:0005201]; cardiac muscle cell development [GO:0055013]; dorsal closure [GO:0007391]; intestinal epithelial structure maintenance [GO:0060729]; oviduct morphogenesis [GO:0035848]; post-embryonic digestive tract morphogenesis [GO:0048621]
CHOYP_LOC100899149.2.2|m.29105	270	2	11	6	0	2	0	-1.614	1.614	-2.8026	2.8026	0	0.549947	0																												
CHOYP_DDB_G0275195.1.1|m.47584	524	25	31	19	18	15	8	-0.567	0.567	-2.8023	2.8023	0	0.54995	0																												
CHOYP_LOC100375784.4.6|m.27594	5258	19	44	15	10	20	14	-0.533	0.533	-2.7978	2.7978	0	0.549993	0	CHOYP_LOC100375784.4.6|m.27594	Q4G0P3	HYDIN_HUMAN	42.26	3978	2037	63	1367	5257	1317	5121	0	3096	1	Q4G0P3	HYDIN_HUMAN	reviewed	Hydrocephalus-inducing protein homolog	HYDIN HYDIN1 KIAA1864	Homo sapiens (Human)	5121	axonemal central apparatus assembly [GO:1904158]; cilium movement [GO:0003341]; epithelial cell development [GO:0002064]; trachea development [GO:0060438]; ventricular system development [GO:0021591]	GO:0002064; GO:0003341; GO:0021591; GO:0060438; GO:1904158; GO:1990718				PF15780;PF17213;	axonemal central pair projection [GO:1990718]; axonemal central apparatus assembly [GO:1904158]; cilium movement [GO:0003341]; epithelial cell development [GO:0002064]; trachea development [GO:0060438]; ventricular system development [GO:0021591]
CHOYP_LOC100368360.1.1|m.9672	221	5	12	4	0	3	1	-1.471	1.471	-2.797	2.797	0	0.55	0	CHOYP_LOC100368360.1.1|m.9672	Q4KKZ1	CA158_MOUSE	38.36	159	97	1	6	163	10	168	3.00E-30	116	1	Q4KKZ1	CA158_MOUSE	reviewed	Uncharacterized protein C1orf158 homolog		Mus musculus (Mouse)	196							
CHOYP_LOC100491886.1.1|m.26703	705	4	10	3	0	0	0	-1.876	1.876	-2.7932	2.7932	0	0.550037	0	CHOYP_LOC100491886.1.1|m.26703	P55113	NAS7_CAEEL	36.27	204	117	8	152	350	84	279	3.00E-31	130	1	P55113	NAS7_CAEEL	reviewed	Zinc metalloproteinase nas-7 (EC 3.4.24.21) (Nematode astacin 7)	nas-7 C07D10.4	Caenorhabditis elegans	382	pharyngeal pumping [GO:0043050]; pharynx development [GO:0060465]	GO:0004222; GO:0005576; GO:0008270; GO:0043050; GO:0060465			cd04280;	PF01400;PF01549;	extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; pharyngeal pumping [GO:0043050]; pharynx development [GO:0060465]
CHOYP_SMRD1.1.2|m.1725	524	7	7	9	2	1	3	-1.338	1.338	-2.7912	2.7912	0	0.550056	0	CHOYP_SMRD1.1.2|m.1725	Q9FMT4	SNF12_ARATH	37.34	383	227	7	130	503	142	520	5.00E-84	276	1	Q9FMT4	SNF12_ARATH	reviewed	SWI/SNF complex component SNF12 homolog	At5g14170 MUA22.17	Arabidopsis thaliana (Mouse-ear cress)	534	"covalent chromatin modification [GO:0016569]; DNA repair [GO:0006281]; regulation of flower development [GO:0009909]; regulation of gene expression [GO:0010468]; regulation of leaf development [GO:2000024]; regulation of transcription, DNA-templated [GO:0006355]; response to UV-B [GO:0010224]; root development [GO:0048364]; transcription, DNA-templated [GO:0006351]"	GO:0005634; GO:0006281; GO:0006351; GO:0006355; GO:0009909; GO:0010224; GO:0010468; GO:0016569; GO:0048364; GO:2000024				PF02201;	"nucleus [GO:0005634]; covalent chromatin modification [GO:0016569]; DNA repair [GO:0006281]; regulation of flower development [GO:0009909]; regulation of gene expression [GO:0010468]; regulation of leaf development [GO:2000024]; regulation of transcription, DNA-templated [GO:0006355]; response to UV-B [GO:0010224]; root development [GO:0048364]; transcription, DNA-templated [GO:0006351]"
CHOYP_CYTA.1.1|m.10540	120	4	12	1	0	0	0	-1.874	1.874	-2.7754	2.7754	0	0.550211	0	CHOYP_CYTA.1.1|m.10540	P01040	CYTA_HUMAN	38	100	54	2	10	106	4	98	2.00E-15	71.2	1	P01040	CYTA_HUMAN	reviewed	"Cystatin-A (Cystatin-AS) (Stefin-A) [Cleaved into: Cystatin-A, N-terminally processed]"	CSTA STF1 STFA	Homo sapiens (Human)	98	cornification [GO:0070268]; keratinocyte differentiation [GO:0030216]; negative regulation of peptidase activity [GO:0010466]; negative regulation of proteolysis [GO:0045861]; peptide cross-linking [GO:0018149]; single organismal cell-cell adhesion [GO:0016337]	GO:0001533; GO:0002020; GO:0004869; GO:0005198; GO:0005615; GO:0005737; GO:0005829; GO:0010466; GO:0016337; GO:0018149; GO:0030216; GO:0030674; GO:0031012; GO:0045861; GO:0070062; GO:0070268			cd00042;	PF00031;	"cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; protease binding [GO:0002020]; protein binding, bridging [GO:0030674]; structural molecule activity [GO:0005198]; cornification [GO:0070268]; keratinocyte differentiation [GO:0030216]; negative regulation of peptidase activity [GO:0010466]; negative regulation of proteolysis [GO:0045861]; peptide cross-linking [GO:0018149]; single organismal cell-cell adhesion [GO:0016337]"
CHOYP_H2AV.1.7|m.12182	129	22	24	23	18	12	10	-0.53	0.53	-2.7618	2.7618	0	0.550347	0	CHOYP_H2AV.1.7|m.12182	Q5BJ65	H2AV_XENTR	97.66	128	3	0	1	128	1	128	1.00E-82	245	1	Q5BJ65	H2AV_XENTR	reviewed	Histone H2A.V (H2A.F/Z)	h2afv TGas096d24.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	128	chromatin silencing [GO:0006342]	GO:0000786; GO:0000790; GO:0003677; GO:0006342				PF00125;PF16211;	nuclear chromatin [GO:0000790]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; chromatin silencing [GO:0006342]
CHOYP_LOC100749506.1.1|m.8951	344	9	26	12	8	6	9	-0.708	0.708	-2.7543	2.7543	0	0.550423	0	CHOYP_LOC100749506.1.1|m.8951	O35125	LRC23_MOUSE	57.48	294	123	2	36	329	31	322	7.00E-112	336	1	O35125	LRC23_MOUSE	reviewed	Leucine-rich repeat-containing protein 23 (Leucine-rich protein B7)	Lrrc23 Lrpb7	Mus musculus (Mouse)	340						PF13516;	
CHOYP_BRAFLDRAFT_263599.1.1|m.59010	487	13	25	7	5	10	7	-0.69	0.69	-2.7536	2.7536	0	0.55043	0	CHOYP_BRAFLDRAFT_263599.1.1|m.59010	O95995	GAS8_HUMAN	70.75	465	135	1	22	486	15	478	0	653	1	O95995	GAS8_HUMAN	reviewed	Growth arrest-specific protein 8 (GAS-8) (Growth arrest-specific protein 11) (GAS-11)	GAS8 GAS11	Homo sapiens (Human)	478	cellular protein localization [GO:0034613]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317]; negative regulation of cell proliferation [GO:0008285]; regulation of microtubule binding [GO:1904526]	GO:0005794; GO:0005874; GO:0005929; GO:0005930; GO:0008017; GO:0008285; GO:0017137; GO:0030317; GO:0031514; GO:0034613; GO:0036064; GO:0060294; GO:1904526				PF13851;	axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; motile cilium [GO:0031514]; microtubule binding [GO:0008017]; Rab GTPase binding [GO:0017137]; cellular protein localization [GO:0034613]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317]; negative regulation of cell proliferation [GO:0008285]; regulation of microtubule binding [GO:1904526]
